ID GMINY;Nazwa gminy
142803;I³ów
142503;I³¿a
241402;Imielin
260201;Imielno
101605;Inow³ódz
040701;Inowroc³aw
040704;Inowroc³aw
321405;Iñsko
241603;Irz¹dze
240309;Istebna
260602;Iwaniska
120603;Iwanowice
181501;Iwierzyce
120206;Iwkowa
180703;Iwonicz-Zdrój
143202;Izabelin
060604;Izbica
041808;Izbica Kujawska
161101;Izbicko
121105;Jab³onka
140802;Jab³onna
060906;Jab³onna
142904;Jab³onna Lacka
040207;Jab³onowo Pomorskie
061302;Jab³oñ
143406;Jadów
140505;Jaktorów
141208;Jakubów
040705;Janikowo
020605;Janowice Wielkie
061403;Janowiec
281101;Janowiec Koœcielny
041903;Janowiec Wielkopolski
281102;Janowo
201102;Janów
240403;Janów
060505;Janów Lubelski
060105;Janów Podlaski
300601;Jaraczewo
061803;Jarczów
181202;Jarocin
300602;Jarocin
180401;Jaros³aw
180404;Jaros³aw
240205;Jasienica
180205;Jasienica Rosielna
140606;Jasieniec
081104;Jasieñ
200802;Jasionówka
180501;Jas³o
180504;Jas³o
221102;Jastarnia
060907;Jastków
303102;Jastrowie
143002;Jastrz¹b
142504;Jastrzêbia
246701;Jastrzêbie-Zdrój
200803;Jaœwi³y
020501;Jawor
181404;Jawornik Polski
240206;Jaworze
246801;Jaworzno
021904;Jaworzyna Œl¹ska
180704;Jedlicze
022102;Jedlina-Zdrój
142505;Jedliñsk
142506;Jedlnia-Letnisko
142204;Jednoro¿ec
200701;Jedwabne
281703;Jedwabno
241203;Jejkowice
021503;Jelcz-Laskowice
026101;Jelenia Góra
201203;Jeleniewo
241704;Jeleœnia
161102;Jemielnica
020402;Jemielno
020303;Jerzmanowa
120604;Jerzmanowice-Przeginia
040902;Jeziora Wielkie
281406;Jeziorany
060804;Jeziorzany
041404;Je¿ewo
181203;Je¿owe
102104;Je¿ów
020606;Je¿ów Sudecki
260202;Jêdrzejów
180305;Jod³owa
120704;Jod³ownik
142006;Joniec
281407;Jonkowo
121501;Jordanów
121505;Jordanów
022303;Jordanów Œl¹ski
141701;Józefów
060207;Józefów
061202;Józefów
200205;Juchnowiec Koœcielny
302202;Jutrosin
301903;Kaczory
141505;Kadzid³o
241301;Kalety
280503;Kalinowo
221305;Kaliska
306101;Kalisz
320303;Kalisz Pomorski
121803;Kalwaria Zebrzydowska
141209;Ka³uszyn
120705;Kamienica
240404;Kamienica Polska
300503;Kamieniec
022403;Kamieniec Z¹bkowicki
020701;Kamienna Góra
020702;Kamienna Góra
160702;Kamiennik
181608;Kamieñ
060306;Kamieñ
041301;Kamieñ Krajeñski
320703;Kamieñ Pomorski
101205;Kamieñsk
060805;Kamionka
121005;Kamionka Wielka
143203;Kampinos
181405;Kañczuga
141704;Karczew
061203;Karczmiska
080904;Kargowa
320103;Karlino
320503;Karnice
141103;Karniewo
020601;Karpacz
220603;Karsin
220502;Kartuzy
246901;Katowice
302704;Kawêczyn
143601;Kazanów
301003;Kazimierz Biskupi
061404;Kazimierz Dolny
260303;Kazimierza Wielka
302403;KaŸmierz
061504;K¹kolewnica Wschodnia
022304;K¹ty Wroc³awskie
041001;Kcynia
160301;Kêdzierzyn-KoŸle
221205;Kêpice
300803;Kêpno
041603;Kêsowo
280801;Kêtrzyn
280803;Kêtrzyn
121304;Kêty
266101;Kielce
100902;Kie³czyg³ów
100505;Kiernozia
160204;Kietrz
260802;Kije
040403;Kijewo Królewskie
040805;Kikó³
280704;Kisielice
300304;Kiszkowo
280902;Kiwity
300305;Klecko
301004;Kleczew
143407;Klembów
200507;Kleszczele
302106;Kleszczewo
100104;Kleszczów
260903;Klimontów
101407;Klonowa
160402;Kluczbork
121204;Klucze
261301;Kluczewsko
100105;Kluki
201304;Klukowo
142303;Klwów
121903;K³aj
240601;K³obuck
061602;K³oczew
300906;K³odawa
080104;K³odawa
020802;K³odzko
020807;K³odzko
240405;K³omnice
240501;Knurów
200804;Knyszyn
101206;Kobiele Wielkie
022305;Kobierzyce
241002;Kobiór
301804;Kobyla Góra
321406;Kobylanka
301202;Kobylin
201305;Kobylin-Borzymy
221206;Kobylnica
143401;Koby³ka
240705;Kochanowice
100506;Kocierzew Po³udniowy
060806;Kock
120605;Kocmyrzów-Luborzyca
220305;Kocza³a
060106;Kodeñ
101207;Kodr¹b
220403;Kolbudy
180602;Kolbuszowa
200601;Kolno
200603;Kolno
281408;Kolno
161103;Kolonowskie
080403;Kolsko
100607;Koluszki
303001;Ko³aczkowo
180505;Ko³aczyce
201402;Ko³aki Koœcielne
321102;Ko³baskowo
141705;Ko³biel
220104;Ko³czyg³owy
300901;Ko³o
300907;Ko³o
320801;Ko³obrzeg
320804;Ko³obrzeg
181704;Komañcza
061505;Komarówka Podlaska
062003;Komarów-Osada
302107;Komorniki
160904;Komprachcice
220205;Konarzyny
021702;Kondratowice
040106;Koneck
240406;Koniecpol
306201;Konin
121401;Koniusza
240407;Konopiska
101703;Konopnica
060908;Konopnica
141802;Konstancin-Jeziorna
060107;Konstantynów
100801;Konstantynów £ódzki
260503;Koñskie
061405;Koñskowola
260904;Koprzywnica
142602;Korczew
180705;Korczyna
160703;Korfantów
241102;Kornowac
040304;Koronowo
280804;Korsze
201103;Korycin
143303;Korytnica
121006;Korzenna
221105;Kosakowo
142905;Kosów Lacki
021801;Kostom³oty
302108;Kostrzyn
080101;Kostrzyn
326101;Koszalin
241705;Koszarawa
240706;Koszêcin
121402;Koszyce
301101;Koœcian
301103;Koœcian
300908;Koœcielec
121704;Koœcielisko
220601;Koœcierzyna
220604;Koœcierzyna
020304;Kotla
300603;Kotlin
142603;Kotuñ
041801;Kowal
041809;Kowal
142507;Kowala
281303;Kowale Oleckie
040504;Kowalewo Pomorskie
020602;Kowary
101504;Kowiesy
240902;Kozieg³owy
321202;Kozielice
140705;Kozienice
281103;Koz³owo
120803;Koz³ów
240207;Kozy
301203;KoŸmin Wielkoposki
300705;KoŸminek
080404;Ko¿uchów
302109;Kórnik
303103;Krajenka
126101;Kraków
301005;Kramsk
160502;Krapkowice
181304;Krasiczyn
142205;Krasne
181609;Krasne
062004;Krasnobród
200903;Krasnopol
141104;Krasnosielc
060601;Krasnystaw
060605;Krasnystaw
261302;Krasocin
301805;Kraszewice
060606;Kraœniczyn
060701;Kraœnik
060705;Kraœnik
180506;Krempna
300403;Krobia
241604;Kroczyce
221106;Krokowa
186101;Krosno
080206;Krosno Odrzañskie
121106;Kroœcienko Nad Dunajcem
180706;Kroœcienko Wy¿ne
021302;Kroœnice
100204;Kroœniewice
020903;Krotoszyce
301204;Krotoszyn
280605;Kruklanki
241305;Krupski M³yn
040706;Kruszwica
240408;Kruszyna
221001;Krynica Morska
121007;Krynica-Zdrój
061804;Krynice
201104;Krynki
200805;Krypno
241103;Krzanowice
060909;Krzczonów
301301;Krzemieniewo
240602;Krzepice
120606;Krzeszowice
181204;Krzeszów
080701;Krzeszyce
320204;Krzêcin
302502;Krzykosy
301006;Krzymów
142206;Krzynow³oga Ma³a
181305;Krzywcza
061104;Krzywda
301104;Krzywiñ
300204;Krzy¿ Wielkopolski
241104;Krzy¿anowice
100205;Krzy¿anów
100805;Ksawerów
120804;Ksi¹¿ Wielki
302603;Ksi¹¿ Wielkopolski
041703;Ksi¹¿ki
060208;Ksiê¿pol
143702;Kuczbork-Osada
020803;Kudowa-Zdrój
201306;Kulesze Koœcielne
020904;Kunice
260705;Kunów
061406;Kurów
180803;Kury³ówka
281204;Kurzêtnik
301501;Kuœlin
100201;Kutno
100206;Kutno
241105;KuŸnia Raciborska
201105;KuŸnica
220701;Kwidzyn
220703;Kwidzyn
301402;Kwilcz
121804;Lanckorona
120706;Laskowa
160403;Lasowice Wielkie
180405;Laszki
141210;Latowicz
302302;L¹dek
020808;L¹dek-Zdrój
140801;Legionowo
026201;Legnica
020905;Legnickie Pole
141506;Lelis
280204;Lelkowo
240409;Lelów
141403;Leoncin
182103;Lesko
143204;Leszno
306301;Leszno
141803;Lesznowola
021003;Leœna
060108;Leœna Podlaska
161104;Leœnica
060307;Leœniowice
160104;Lewin Brzeski
020809;Lewin K³odzki
180801;Le¿ajsk
180804;Le¿ajsk
220801;Lêbork
241403;Lêdziny
101208;Lgota Wielka
120304;Libi¹¿
220903;Lichnowy
280304;Lidzbark
280901;Lidzbark Warmiñski
280903;Lidzbark Warmiñski
120701;Limanowa
120707;Limanowa
221506;Linia
220605;Liniewo
101505;Lipce Reymontowskie
321203;Lipiany
240603;Lipie
120505;Lipinki
081105;Lipinki £u¿yckie
303104;Lipka
220105;Lipnica
120104;Lipnica Murowana
121107;Lipnica Wielka
260603;Lipnik
301302;Lipno
040801;Lipno
040806;Lipno
241706;Lipowa
141303;Lipowiec Koœcielny
200104;Lipsk
140903;Lipsko
220606;Lipusz
040404;Lisewo
121603;Lisia Góra
300706;Lisków
120607;Liszki
143304;Liw
041405;Lniano
180901;Lubaczów
180904;Lubaczów
041810;Lubanie
021001;Lubañ
021004;Lubañ
060801;Lubartów
060807;Lubartów
300205;Lubasz
280702;Lubawa
280705;Lubawa
020703;Lubawka
181610;Lubenia
221306;Lubichowo
041504;Lubicz
120902;Lubieñ
041811;Lubieñ Kujawski
041604;Lubiewo
021101;Lubin
021102;Lubin
080105;Lubiszyn
066301;Lublin
240701;Lubliniec
080702;Lubniewice
101606;Lubochnia
241507;Lubomia
021202;Lubomierz
280904;Lubomino
302101;Luboñ
143703;Lubowidz
041812;Lubraniec
161003;Lubrza
080801;Lubrza
081106;Lubsko
160105;Lubsza
061805;Lubycza Królewska
061002;Ludwin
143704;Lutocin
100806;Lutomiersk
180105;Lutowiska
101804;Lututów
221507;Luzino
301502;Lwówek
021203;Lwówek Œl¹ski
241204;Lyski
041904;£abiszyn
121008;£abowa
062005;£abunie
101209;£adzice
020206;£agiewniki
260407;£agów
080802;£agów
160704;£ambinowice
100207;£aniêta
181001;£añcut
181004;£añcut
120105;£apanów
121108;£apsze Ni¿ne
200206;£apy
040603;£asin
100302;£ask
140302;£askarzew
140306;£askarzew
061806;£aszczów
061204;£aziska
240801;£aziska Górne
241605;£azy
141907;£¹ck
121009;£¹cko
261003;£¹czna
220802;£eba
061003;£êczna
100401;£êczyca
100405;£êczyca
221508;£êczyce
300804;£êka Opatowska
241707;£êkawica
101005;£êki Szlacheckie
081101;£êknica
321802;£obez
301904;£ob¿enica
143305;£ochów
241708;£odygowice
060109;£omazy
143205;£omianki
200702;£om¿a
206201;£om¿a
260905;£oniów
060607;£opiennik Górny
260408;£opuszno
141002;£osice
121010;£ososina Dolna
100501;£owicz
100507;£owicz
106101;£ódŸ
041505;£ubianka
160905;£ubniany
101805;£ubnice
261202;£ubnice
300306;£ubowo
060209;£ukowa
120708;£ukowica
061101;£uków
061105;£uków
281504;£ukta
120506;£u¿na
141507;£yse
041506;£ysomice
100508;£yszkowice
146501;M. St. Warszawa
140307;Maciejowice
140706;Magnuszew
180603;Majdan Królewski
101506;Maków
141101;Maków Mazowiecki
121506;Maków Podhalañski
302705;Malanów
220901;Malbork
220904;Malbork
021802;Malczyce
321304;Malechowo
141908;Ma³a Wieœ
281505;Ma³dyty
141605;Ma³kinia Górna
260203;Ma³ogoszcz
081005;Ma³omice
200604;Ma³y P³ock
320904;Manowo
021905;Marcinowice
020704;Marciszów
300104;Margonin
321408;Marianowo
143402;Marki
241508;Marklowice
181005;Markowa
280404;Markusy
061407;Markuszów
101210;Mas³owice
260409;Mas³ów
320403;Maszewo
080207;Maszewo
181306;Medyka
061702;Me³giew
020503;Mêcinka
120404;Mêdrzechów
301905;Miasteczko Krajeñskie
241302;Miasteczko Œl¹skie
220106;Miastko
200703;Miastkowo
140308;Miastków Koœcielny
062006;Mi¹czyn
120608;Micha³owice
142104;Micha³owice
200207;Micha³owo
260803;Micha³ów
060808;Michów
120805;Miechów
260410;Miedziana Góra
301503;Miedzichowo
143306;Miedzna
021405;Miedzybórz
241003;MiedŸna
240604;MiedŸno
180707;Miejsce Piastowe
302203;Miejska Górka
181101;Mielec
181105;Mielec
300307;Mieleszyn
201005;Mielnik
320905;Mielno
022106;Mieroszów
240105;Mierzêcice
320605;Mieszkowice
302804;Mieœcisko
022306;Mietków
301403;Miêdzychód
020810;Miêdzylesie
060101;Miêdzyrzec Podlaski
060110;Miêdzyrzec Podlaski
080302;Miêdzyrzecz
320704;Miêdzyzdroje
021803;Miêkinia
281002;Miko³ajki
221602;Miko³ajki Pomorskie
240802;Miko³ów
301806;Mikstat
061303;Milanów
140501;Milanówek
201006;Milejczyce
280405;Milejewo
061004;Milejów
021303;Milicz
241709;Milówka
281506;Mi³akowo
280606;Mi³ki
020906;Mi³kowice
281507;Mi³om³yn
220906;Mi³oradz
303002;Mi³os³aw
141201;Miñsk Mazowiecki
141211;Miñsk Mazowiecki
060405;Mircze
321703;Miros³awiec
143003;Mirów
021204;Mirsk
261103;Mirzec
141301;M³awa
142804;M³odzieszyn
280406;M³ynary
141105;M³ynarze
260411;Mniów
100703;Mniszków
142703;Mochowo
060506;Modliborzyce
140607;Mogielnica
120609;Mogilany
040903;Mogilno
142604;Mokobody
101704;Mokrsko
200806;Moñki
260412;Morawica
281508;Mor¹g
142605;Mordy
320606;Moryñ
221403;Morzeszczyn
302110;Mosina
261303;Moskorzew
101006;Moszczenica
120507;Moszczenica
281001;Mr¹gowo
281003;Mr¹gowo
041002;Mrocza
141212;Mrozy
240410;Mstów
241509;Mszana
120702;Mszana Dolna
120709;Mszana Dolna
143802;Mszczonów
020504;Mœciwojów
121805;Mucharz
302111;Murowana Goœlina
160906;Murów
121011;Muszyna
300707;Mycielin
240411;Mykanów
020607;Mys³akowice
247001;Mys³owice
240901;Myszków
141508;Myszyniec
120903;Myœlenice
321004;Myœlibórz
142105;Nadarzyn
260204;Nag³owice
041003;Nak³o Nad Noteci¹
061408;Na³êczów
160602;Namys³ów
200508;Narew
200509;Narewka
180905;Narol
142007;Naruszewo
141404;Nasielsk
121012;Nawojowa
303003;Nekla
241106;Nêdza
281104;Nidzica
100509;Nieborów
181903;Niebylec
300308;Niechanowo
020403;Niechlów
060910;Niedrzwica Du¿a
060809;NiedŸwiada
120710;NiedŸwiedŸ
081006;Niegos³awice
240903;Niegowa
062007;Nielisz
060911;Niemce
020207;Niemcza
160907;Niemodlin
121904;Niepo³omice
140803;Nieporêt
040103;Nieszawa
181205;Nisko
180604;Niwiska
100903;Nowa BrzeŸnica
182004;Nowa Dêba
220607;Nowa Karczma
020804;Nowa Ruda
020811;Nowa Ruda
180805;Nowa Sarzyna
260413;Nowa S³upia
080401;Nowa Sól
080405;Nowa Sól
142805;Nowa Sucha
220804;Nowa Wieœ Lêborska
040305;Nowa Wieœ Wielka
041406;Nowe
121403;Nowe Brzesko
080406;Nowe Miasteczko
142008;Nowe Miasto
281201;Nowe Miasto Lubawskie
281205;Nowe Miasto Lubawskie
140608;Nowe Miasto N/Pilic¹
302503;Nowe Miasto Nad Wart¹
100208;Nowe Ostrowy
201307;Nowe Piekuty
301702;Nowe Skalmierzyce
321103;Nowe Warpno
200105;Nowinka
061603;Nowodwór
320404;Nowogard
020104;Nowogrodziec
200704;Nowogród
080905;Nowogród Bobrzañski
321005;Nowogródek Pomorski
